,Accepts Apple Pay,Accepts Bitcoin,Accepts Credit Cards,Accepts Google Pay,Alcohol,Ambience,Attire,Best Nights,Bike Parking,Caters,Coat Check,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good For Dancing,Good for Groups,Good for Kids,Good for Working,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Kosher Options,Has Pool Table,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Offers Military Discount,Open to All,Outdoor Seating,Parking,Smoking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address
240,NA,NA,Yes,NA,Beer & Wine Only,Casual,Casual,NA,No,Yes,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,Private Lot,NA,Yes,No,NA,NA,No,$11-30,Sushi Train,3.0,102,74135,3300 E 51st St
241,NA,NA,Yes,NA,Full Bar,NA,Casual,NA,No,No,NA,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Loud,NA,NA,No,Private Lot,NA,Yes,Yes,NA,NA,No,$11-30,Shogun Steak House,3.0,41,74133,6808 S Memorial DrSte 224
242,No,NA,Yes,NA,No,NA,Casual,NA,No,Yes,NA,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Average,NA,NA,No,NA,NA,Yes,No,NA,NA,Free,Under $10,Yummy Asia,4.0,11,74133,10903 S Memorial Dr
243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi One,3.5,7,74066,808 E Taft Ave
244,NA,NA,Yes,NA,Beer & Wine Only,Casual,Casual,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,Private Lot,NA,Yes,No,NA,NA,No,$11-30,Bento Asian Diner,3.5,40,74012,2315 W Kenosha St
245,No,NA,Yes,No,Beer & Wine Only,Casual,Casual,NA,Yes,Yes,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,Average,NA,NA,No,Street,NA,Yes,No,Yes,Yes,No,$11-30,Calaveras,4.0,172,74110,2326 E Admiral Blvd
246,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,No,NA,Yes,Free,NA,Asian Star Restaurant,4.5,7,74133,10030 S Mingo RdSte D
247,NA,NA,Yes,NA,No,NA,Casual,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,No,NA,NA,No,Under $10,No 1 Kitchen,3.5,35,74012,1933 S Elm Pl
248,NA,NA,Yes,NA,No,NA,Casual,NA,NA,No,NA,Yes,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Quiet,NA,NA,No,NA,NA,Yes,Yes,NA,NA,No,Under $10,Asian Star,3.0,14,74464,1313 S Muskogee Ave
249,No,NA,Yes,No,Beer & Wine Only,Casual,Casual,NA,No,No,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Average,NA,NA,No,NA,NA,Yes,Yes,NA,NA,No,$11-30,Bamboo Thai Bistro,4.0,149,74135,5079 S Yale Ave
250,Yes,NA,Yes,NA,Beer & Wine Only,Casual,NA,NA,Yes,No,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,No,NA,NA,NA,Quiet,NA,NA,Yes,Private Lot,NA,Yes,No,NA,NA,No,Under $10,Pei Wei,3.5,49,74105,3535 S Peoria Ave
251,NA,NA,Yes,NA,Beer & Wine Only,Casual,Casual,NA,Yes,NA,NA,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,Average,NA,NA,No,Private Lot,NA,Yes,No,NA,NA,No,$11-30,Hibachi Grill Super Buffet,2.5,37,74133,8110 E 74th Pl
252,NA,NA,No,NA,Full Bar,Classy,Casual,NA,Yes,Yes,NA,No,NA,NA,"Brunch, Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,Yes,Private Lot,NA,Yes,Yes,NA,Yes,No,$11-30,Waterfront Grill,3.5,151,74037,120 Aquarium Dr
253,NA,NA,Yes,NA,No,NA,Casual,NA,Yes,Yes,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,NA,NA,Yes,NA,NA,NA,No,Under $10,The Rice Bowl Cafe,3.0,24,74145,4307 S Sheridan
254,NA,NA,Yes,NA,No,NA,Casual,NA,Yes,NA,NA,No,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,No,NA,NA,Free,Under $10,Nori Japan,2.0,10,74133,7021 S Memorial DrSte 255B
255,NA,NA,Yes,NA,Full Bar,Romantic,Casual,NA,Yes,Yes,No,No,NA,NA,"Brunch, Dinner",NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,Average,NA,NA,No,"Street, Private Lot",No,Yes,Yes,NA,NA,Free,$11-30,Palace Cafe,4.0,119,74120,1301 E 15th St
256,No,NA,Yes,NA,Full Bar,"Intimate, Romantic",Dressy,NA,No,Yes,NA,No,NA,NA,Dinner,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Quiet,NA,NA,No,Private Lot,NA,Yes,Yes,NA,NA,Free,$31-60,Bluestone Steakhouse & Seafood,3.5,68,74133,10032 S Sheridan RdSte J
257,NA,NA,Yes,NA,Full Bar,NA,Casual,NA,Yes,NA,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,No,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,NA,NA,Yes,Street,NA,Yes,Yes,NA,NA,No,$11-30,In the Raw Sushi,3.5,107,74105,3321 S Peoria Ave
258,NA,NA,Yes,NA,Beer & Wine Only,Casual,Casual,NA,No,Yes,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,Private Lot,NA,Yes,No,NA,NA,No,$11-30,Sushi Train,3.0,102,74135,3300 E 51st St
259,NA,NA,Yes,NA,Full Bar,NA,Casual,NA,No,No,NA,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Loud,NA,NA,No,Private Lot,NA,Yes,Yes,NA,NA,No,$11-30,Shogun Steak House,3.0,41,74133,6808 S Memorial DrSte 224
260,No,NA,Yes,NA,No,NA,Casual,NA,No,Yes,NA,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Average,NA,NA,No,NA,NA,Yes,No,NA,NA,Free,Under $10,Yummy Asia,4.0,11,74133,10903 S Memorial Dr
261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi One,3.5,7,74066,808 E Taft Ave
262,NA,NA,Yes,NA,Beer & Wine Only,Casual,Casual,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,Private Lot,NA,Yes,No,NA,NA,No,$11-30,Bento Asian Diner,3.5,40,74012,2315 W Kenosha St
263,No,NA,Yes,No,Beer & Wine Only,Casual,Casual,NA,Yes,Yes,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,Average,NA,NA,No,Street,NA,Yes,No,Yes,Yes,No,$11-30,Calaveras,4.0,172,74110,2326 E Admiral Blvd
264,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,No,NA,Yes,Free,NA,Asian Star Restaurant,4.5,7,74133,10030 S Mingo RdSte D
265,NA,NA,Yes,NA,No,NA,Casual,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,No,NA,NA,No,Under $10,No 1 Kitchen,3.5,35,74012,1933 S Elm Pl
266,NA,NA,Yes,NA,No,NA,Casual,NA,NA,No,NA,Yes,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Quiet,NA,NA,No,NA,NA,Yes,Yes,NA,NA,No,Under $10,Asian Star,3.0,14,74464,1313 S Muskogee Ave
267,No,NA,Yes,No,Beer & Wine Only,Casual,Casual,NA,No,No,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Average,NA,NA,No,NA,NA,Yes,Yes,NA,NA,No,$11-30,Bamboo Thai Bistro,4.0,149,74135,5079 S Yale Ave
268,Yes,NA,Yes,NA,Beer & Wine Only,Casual,NA,NA,Yes,No,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,No,NA,NA,NA,Quiet,NA,NA,Yes,Private Lot,NA,Yes,No,NA,NA,No,Under $10,Pei Wei,3.5,49,74105,3535 S Peoria Ave
269,NA,NA,Yes,NA,Beer & Wine Only,Casual,Casual,NA,Yes,NA,NA,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,Average,NA,NA,No,Private Lot,NA,Yes,No,NA,NA,No,$11-30,Hibachi Grill Super Buffet,2.5,37,74133,8110 E 74th Pl
270,NA,NA,No,NA,Full Bar,Classy,Casual,NA,Yes,Yes,NA,No,NA,NA,"Brunch, Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,Yes,Private Lot,NA,Yes,Yes,NA,Yes,No,$11-30,Waterfront Grill,3.5,151,74037,120 Aquarium Dr
271,NA,NA,Yes,NA,No,NA,Casual,NA,Yes,Yes,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,NA,NA,Yes,NA,NA,NA,No,Under $10,The Rice Bowl Cafe,3.0,24,74145,4307 S Sheridan
272,NA,NA,Yes,NA,No,NA,Casual,NA,Yes,NA,NA,No,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,No,NA,NA,Free,Under $10,Nori Japan,2.0,10,74133,7021 S Memorial DrSte 255B
273,NA,NA,Yes,NA,Full Bar,Romantic,Casual,NA,Yes,Yes,No,No,NA,NA,"Brunch, Dinner",NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,Average,NA,NA,No,"Street, Private Lot",No,Yes,Yes,NA,NA,Free,$11-30,Palace Cafe,4.0,119,74120,1301 E 15th St
274,No,NA,Yes,NA,Full Bar,"Intimate, Romantic",Dressy,NA,No,Yes,NA,No,NA,NA,Dinner,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Quiet,NA,NA,No,Private Lot,NA,Yes,Yes,NA,NA,Free,$31-60,Bluestone Steakhouse & Seafood,3.5,68,74133,10032 S Sheridan RdSte J
275,Yes,NA,Yes,NA,Beer & Wine Only,NA,NA,NA,No,Yes,NA,No,NA,NA,Lunch,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,No,NA,NA,NA,Average,NA,NA,Yes,NA,NA,Yes,No,NA,NA,Free,$11-30,Pei Wei,3.0,42,74012,4609 W Kenosha St
276,NA,NA,Yes,NA,Full Bar,Casual,Casual,NA,Yes,No,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,Yes,Private Lot,NA,Yes,Yes,NA,NA,No,$11-30,Fish Daddy’s Grill House,3.5,111,74133,10624 E 71st St
277,NA,NA,Yes,NA,Beer & Wine Only,NA,NA,NA,Yes,NA,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,No,Private Lot,NA,Yes,No,NA,NA,No,Under $10,Pei Wei,2.5,34,74133,10005 S Memorial DrSte 10
